player_norm,avg_runs_last10,matches_count
tjg pringle,1.5,4
tk canning,6.5,2
tk curran,23.2,10
tk musakanda,23.33,9
tk patel,11.83,6
tl best,4.5,10
tl chatara,3.3,10
tl chivanga,6.0,3
tl seifert,19.67,3
tlw cooper,35.1,10
tm dilshan,28.3,10
tm dowlin,22.8,10
tm head,48.6,10
tm mcgrath,20.1,10
tm odoyo,16.3,10
tmk mawoyo,8.29,7
tmm newton,6.33,6
tn de grooth,8.75,8
towhid hridoy,37.6,10
tp ura,38.3,10
tp visee,24.0,3
tr ambrose,2.0,5
tr gripper,11.5,2
tr sadhu,3.0,3
ts chisoro,12.11,9
ts hasabnis,23.33,6
ts kamunhukamwe,9.4,10
ts nethula,4.0,3
ts roland-jones,37.0,1
ts sekhukhune,3.0,8
tss mackintosh,18.78,9
tt beaumont,42.3,10
tt bresnan,10.4,10
tt samaraweera,15.7,10
tuba hassan,12.25,4
tushar imran,8.9,10
tv mufambisi,11.25,4
tw hartley,12.0,1
twm latham,26.2,10
u bhagwan,13.0,2
u bhatti,15.0,8
u raymond-hoey,9.25,8
u thimashini,2.0,1
udu chandana,9.9,10
umaima sohail,15.6,10
umair ali,10.0,1
umar akmal,28.1,10
umar amin,19.1,10
umar gul,6.0,10
umm-e-hani,3.9,10
umran malik,0.67,3
urooj mumtaz,11.67,3
usama mir,9.5,4
usman khan,39.0,1
usman khan (2),12.0,1
usman limbada,30.75,4
usman rafiq,14.0,2
usman salahuddin,6.5,2
usman shinwari,1.5,4
ut khawaja,46.1,10
ut yadav,3.5,10
utkarsh srivastava,37.5,2
uwmbca welegedara,1.33,3
v araa,10.14,7
v aravind,23.1,10
v buruka,0.0,4
v kohli,33.3,10
v krishnamurthy,26.5,10
v permaul,4.75,4
v sehwag,23.8,10
v shankar,27.71,7
v shetty,7.0,1
v shukla,20.57,7
v sibanda,23.6,10
v sukumaran,19.4,10
vab tewarie,4.0,1
vb van jaarsveld,4.5,2
vc drakes,6.44,9
vce wattenberg,0.0,2
vd philander,4.8,10
vikramjit singh,22.7,10
vj kingma,1.5,10
vm nyauchi,8.6,5
vr aaron,2.67,3
vr iyer,12.0,2
vr vanitha,25.0,2
vrv singh,8.0,1
vs solanki,22.0,10
vv morea,17.75,8
vvs laxman,32.9,10
w barresi,15.8,10
w jaffer,5.0,2
w madhevere,23.5,10
w mwayenga,0.5,2
w o'rourke,1.5,4
w sutherland,18.0,1
wa agar,25.0,2
wa young,19.4,10
wahab riaz,15.3,10
waheed ahmed,12.17,6
waqar younis,4.25,4
waqas barkat,6.25,4
waqas khan,13.0,4
waseem muhammad,24.5,10
washington sundar,16.5,10
wasim akram,14.2,5
wasim ali,9.0,6
wb rankin,4.5,10
wca ganegama,7.0,1
wd balaji rao,4.4,5
wd parnell,15.6,10
wf stelling,20.0,2
wg jacks,22.5,10
wgakk kulasuriya,4.6,10
wia fernando,33.3,10
wk dilhari,30.4,10
wk mccallan,7.7,10
wp masakadza,17.5,10
wp myburgh,0.0,1
wp saha,8.2,5
wpujc vaas,7.3,10
ws jayantha,22.89,9
wt gavera,4.0,1
wts porterfield,26.2,10
wu tharanga,13.5,10
ww hinds,14.8,10
xc bartlett,8.0,1
xj doherty,5.5,10
xm marshall,19.9,10
y cariah,13.29,7
y fourie,0.33,3
y punja,1.0,1
y van der westhuizen,11.5,2
y venugopal rao,20.12,8
yasir ali chowdhury,20.2,5
yasir arafat,12.8,5
yasir hameed,29.3,10
yasir mohammad,2.5,2
yasir shah,11.3,10
ybk jaiswal,15.0,1
yh bhatia,18.8,10
yk pathan,11.6,10
younis khan,22.8,10
yousuf youhana,41.6,10
ys chahal,6.1,10
ys samra,28.67,6
yuvraj singh,37.2,10
z crawley,24.88,8
z groenewald,2.0,2
z james,14.0,10
z khan,7.3,10
z mali,1.0,2
zafar gohar,15.0,1
zaheer maqsood,5.0,1
zahid hussain,4.5,2
zahid mahmood,4.5,2
zahid shah,5.5,2
zahoor khan,2.3,10
zain abbas,26.0,1
zakir hasan,1.0,1
zawar farid,16.5,8
zb lion-cachet,20.0,10
ze green,15.9,10
ze surkari,15.88,8
zeeshan maqsood,19.3,10
zeeshan siddiqi,7.0,1
ziaur rahman,8.3,10
zubayr hamza,56.0,1
zuhaib zubair,12.67,3
zulfiqar babar,7.0,5
zulqarnain haider,12.0,4
